Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:29.768;3528;E2 80 11 60 60 00 02 04 AC 67 A9 89;4;867500;-67;104;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:29.768;3528;E2 80 11 60 60 00 02 04 AC 67 A9 89;4;867500;-66.5;121;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:29.768;3528;E2 80 11 60 60 00 02 04 AC 67 A9 89;4;867500;-66;339;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:30.008;3768;E2 80 11 60 60 00 02 04 AC 67 A9 89;4;867500;-66.5;341;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:30.008;3768;E2 80 11 60 60 00 02 04 AC 67 A9 89;4;867500;-66.5;8;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:30.008;3768;E2 80 11 60 60 00 02 04 AC 67 A9 89;4;867500;-66.5;35;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:31.008;4768;E2 80 11 60 60 00 02 04 AC 67 A9 89;1;867500;-67;130;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:31.008;4768;E2 80 11 60 60 00 02 04 AC 67 A9 89;1;867500;-67;320;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.508;6269;E2 80 11 60 60 00 02 04 AC 67 A9 89;1;867500;-64.5;340;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.761;6521;E2 80 11 60 60 00 02 04 AC 67 A9 89;1;867500;-65;2;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.945;6705;E2 80 11 60 60 00 02 04 AC 67 A9 89;2;867500;-63;278;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:33.045;6805;E2 80 11 60 60 00 02 04 AC 67 A9 89;2;867500;-59;319;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:33.381;7141;E2 80 11 60 60 00 02 04 AC 67 A9 89;2;867500;-59.5;309;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:33.486;7246;E2 80 11 60 60 00 02 04 AC 67 A9 89;2;867500;-59.5;312;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:33.607;7367;E2 80 11 60 60 00 02 04 AC 67 A9 89;1;867500;-64;352;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:33.695;7455;E2 80 11 60 60 00 02 04 AC 67 A9 89;1;867500;-64.5;8;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:33.843;7603;E2 80 11 60 60 00 02 04 AC 67 A9 89;2;867500;-50.5;72;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:33.959;7719;E2 80 11 60 60 00 02 04 AC 67 A9 89;2;867500;-50.5;62;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:34.175;7935;E2 80 11 60 60 00 02 04 AC 67 A9 89;2;867500;-55.5;27;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:34.275;8035;E2 80 11 60 60 00 02 04 AC 67 A9 89;2;867500;-58;22;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:30.008;3768;E2 80 11 60 60 00 02 04 AC 67 D9 75;4;867500;-70.5;303;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:30.268;4028;E2 80 11 60 60 00 02 04 AC 67 D9 75;4;867500;-70.5;135;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:30.268;4028;E2 80 11 60 60 00 02 04 AC 67 D9 75;4;867500;-70;332;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:31.268;5028;E2 80 11 60 60 00 02 04 AC 67 D9 75;4;867500;-68;88;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:31.268;5028;E2 80 11 60 60 00 02 04 AC 67 D9 75;4;867500;-67;279;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:31.268;5028;E2 80 11 60 60 00 02 04 AC 67 D9 75;4;867500;-68.5;333;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:31.268;5028;E2 80 11 60 60 00 02 04 AC 67 D9 75;4;867500;-68.5;348;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.267;6028;E2 80 11 60 60 00 02 04 AC 67 D9 75;4;867500;-67.5;13;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.267;6028;E2 80 11 60 60 00 02 04 AC 67 D9 75;4;867500;-68;13;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.267;6028;E2 80 11 60 60 00 02 04 AC 67 D9 75;4;867500;-70.5;18;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.267;6028;E2 80 11 60 60 00 02 04 AC 67 D9 75;1;867500;-66;6;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.267;6028;E2 80 11 60 60 00 02 04 AC 67 D9 75;1;867500;-65.5;10;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.508;6269;E2 80 11 60 60 00 02 04 AC 67 D9 75;1;867500;-66;104;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.761;6521;E2 80 11 60 60 00 02 04 AC 67 D9 75;1;867500;-66;288;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.765;6525;E2 80 11 60 60 00 02 04 AC 67 D9 75;1;867500;-64.5;336;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.941;6701;E2 80 11 60 60 00 02 04 AC 67 D9 75;1;867500;-61.5;342;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.945;6705;E2 80 11 60 60 00 02 04 AC 67 D9 75;2;867500;-68.5;352;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:33.045;6805;E2 80 11 60 60 00 02 04 AC 67 D9 75;2;867500;-63;94;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:33.169;6929;E2 80 11 60 60 00 02 04 AC 67 D9 75;1;867500;-56;58;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:33.265;7025;E2 80 11 60 60 00 02 04 AC 67 D9 75;1;867500;-55.5;263;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:33.377;7137;E2 80 11 60 60 00 02 04 AC 67 D9 75;2;867500;-58;268;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:33.487;7247;E2 80 11 60 60 00 02 04 AC 67 D9 75;2;867500;-56.5;303;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:33.603;7363;E2 80 11 60 60 00 02 04 AC 67 D9 75;1;867500;-54;335;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:33.695;7455;E2 80 11 60 60 00 02 04 AC 67 D9 75;1;867500;-55.5;341;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:33.839;7599;E2 80 11 60 60 00 02 04 AC 67 D9 75;2;867500;-57;341;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:33.959;7719;E2 80 11 60 60 00 02 04 AC 67 D9 75;2;867500;-59.5;142;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:34.167;7927;E2 80 11 60 60 00 02 04 AC 67 D9 75;1;867500;-64.5;251;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:34.171;7931;E2 80 11 60 60 00 02 04 AC 67 D9 75;1;867500;-69.5;67;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:34.171;7931;E2 80 11 60 60 00 02 04 AC 67 D9 75;2;867500;-66;85;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:30.268;4028;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-65;102;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:30.268;4028;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-65;247;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:30.508;4268;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-63;353;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:30.508;4268;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-63;332;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:30.508;4268;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-66.5;305;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:30.508;4268;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-66;102;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:30.508;4268;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-66.5;0;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:30.508;4268;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-66.5;342;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:30.768;4528;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-64.5;252;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:30.768;4528;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-62.5;43;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:30.768;4528;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-62;331;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:31.008;4768;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-63;281;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:31.008;4768;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-65.5;154;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:31.008;4768;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-65.5;326;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:31.008;4768;E2 80 11 60 60 00 02 04 AC 67 A9 8B;4;867500;-67;249;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:31.008;4768;E2 80 11 60 60 00 02 04 AC 67 A9 8B;4;867500;-67.5;63;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:31.268;5028;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-64;3;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:31.268;5028;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-64.5;144;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:31.268;5028;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-64.5;49;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:31.268;5028;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-64.5;31;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:31.508;5268;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-67;123;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:31.508;5268;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-67.5;111;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:31.508;5268;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-67.5;74;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:31.767;5528;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-66;242;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:31.767;5528;E2 80 11 60 60 00 02 04 AC 67 A9 8B;4;867500;-68;265;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:31.767;5528;E2 80 11 60 60 00 02 04 AC 67 A9 8B;4;867500;-68;259;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:31.771;5532;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-65.5;105;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.011;5772;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-66;279;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.011;5772;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-65.5;323;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.011;5772;E2 80 11 60 60 00 02 04 AC 67 A9 8B;3;867500;-66;307;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.267;6028;E2 80 11 60 60 00 02 04 AC 67 A9 8B;1;867500;-70;149;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.271;6032;E2 80 11 60 60 00 02 04 AC 67 A9 8B;1;867500;-68;350;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.271;6032;E2 80 11 60 60 00 02 04 AC 67 A9 8B;2;867500;-69;105;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.508;6269;E2 80 11 60 60 00 02 04 AC 67 A9 8B;2;867500;-69;122;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.508;6269;E2 80 11 60 60 00 02 04 AC 67 A9 8B;1;867500;-64.5;280;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.761;6521;E2 80 11 60 60 00 02 04 AC 67 A9 8B;1;867500;-64.5;289;1
Reference List 3;RXU500/ILRS500/SRU500NF/uDoor @ 10.113.141.62;2019-01-22;10:02:32.761;6521;E2 80 11 60 60 00 02 04 AC 67 A9 8B;2;867500;-68;25;1
